,Month,naics_description,product_or_service_code_description,total_obligated_amount,recipient_name,funding_sub_agency_name,"Natural gas, US"
8786,2020M12,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",0.0,MISCELLANEOUS FOREIGN AWARDEESMISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OFSTATE, DEPARTMENT OF",2.54
8787,2020M12,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"MAINT/REPAIR/REBUILD OF EQUIPMENT- FUELS, LUBRICANTS, OILS, AND WAXES",6684.0,NEUMAYER EQUIPMENT CO INC,"VETERANS AFFAIRS, DEPARTMENT OF",2.54
8788,2020M12,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"MAINT/REPAIR/REBUILD OF EQUIPMENT- FUELS, LUBRICANTS, OILS, AND WAXES",18158.78,"TTI ENVIRONMENTAL, INC.",NATURAL RESOURCES CONSERVATION SERVICE,2.54
8789,2020M12,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"QUALITY CONTROL- FUELS, LUBRICANTS, OILS, AND WAXES",7196.41,"JF ACQUISITION, LLC","VETERANS AFFAIRS, DEPARTMENT OF",2.54
8790,2020M12,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,SPECIAL STUDIES/ANALYSIS- ENERGY,544619.7,"DRILLING INFO, INC.","ENERGY, DEPARTMENT OF",2.54
8799,2021M01,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,684.64,"AIRGAS USA, LLC",DEPT OF THE NAVY,2.67
8800,2021M01,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,29977.79,"UGI ENERGY SERVICES, LLC",DEPT OF THE ARMY,2.67
8801,2021M01,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,46379.71,"UGI ENERGY SERVICES, LLC",DEPT OF THE ARMY,2.67
8802,2021M01,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,94342.37,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.67
8803,2021M01,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,256318.57,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.67
8804,2021M01,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,359177.9,"SYMMETRY ENERGY SOLUTIONS, LLC",DEPT OF THE ARMY,2.67
8805,2021M01,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,779316.65,"SAGE ENERGY TRADING, LLC",DEPT OF THE AIR FORCE,2.67
8806,2021M01,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,808250.0,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.67
8807,2021M01,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,843468.65,"ENSPIRE ENERGY, LLC",DEFENSE LOGISTICS AGENCY,2.67
8808,2021M01,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.GIGA, INC.GIGA, INC.GIGA, INC.",FEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICE,2.67
8809,2021M01,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,294.0,"GIGA, INC.GIGA, INC.",FEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICE,2.67
8868,2021M01,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,10432.24,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.67
8869,2021M01,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,19500.0,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.67
8870,2021M01,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"OTHER QC/TEST/INSPECT- FUELS, LUBRICANTS, OILS, AND WAXES",20880.96,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.67
8891,2021M02,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,76420.93,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,5.07
8892,2021M02,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,135794.59,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,5.07
8893,2021M02,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,152710.55,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,5.07
8894,2021M02,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,268800.0,"SYMMETRY ENERGY SOLUTIONS, LLC",DEPT OF THE ARMY,5.07
8895,2021M02,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,657167.0,"COLONIAL ENERGY, INC.",DEFENSE LOGISTICS AGENCY,5.07
8896,2021M02,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,WESTFA VERTRIEBS- UND VERWALTUNGS-GMBH,DEPT OF THE AIR FORCE,5.07
8897,2021M02,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.GIGA, INC.GIGA, INC.GIGA, INC.GIGA, INC.GIGA, INC.GIGA, INC.GIGA, INC.GIGA, INC.GIGA, INC.",FEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICE,5.07
8898,2021M02,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196.0,"GIGA, INC.GIGA, INC.GIGA, INC.GIGA, INC.",FEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICE,5.07
8899,2021M02,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,1176.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,5.07
8985,2021M03,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"UGI ENERGY SERVICES, LLC","ENERGY, DEPARTMENT OF",2.56
8986,2021M03,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,14995.12,AANTILIA LLC,NATIONAL INSTITUTES OF HEALTH,2.56
8987,2021M03,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,68875.0,0,DEPT OF THE ARMY,2.56
8988,2021M03,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,128955.15,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.56
8989,2021M03,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,167412.0,"SYMMETRY ENERGY SOLUTIONS, LLC",DEPT OF THE ARMY,2.56
8990,2021M03,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,468609.14,"SAGE ENERGY TRADING, LLC",DEPT OF THE AIR FORCE,2.56
8991,2021M03,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,700000.0,0,U.S. COAST GUARD,2.56
8992,2021M03,NATURAL GAS EXTRACTION,UTILITIES- GAS,402216.59,"UGI ENERGY SERVICES, LLC",INTERNAL REVENUE SERVICE,2.56
8993,2021M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,WESTFA VERTRIEBS- UND VERWALTUNGS-GMBHPROGAS GESELLSCHAFT MIT BESCHRANKTER HAFTUNG & CO. KOMMANDITGESELLSCHAFT,DEPT OF THE AIR FORCEDEPT OF THE AIR FORCE,2.56
8994,2021M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.GIGA, INC.GIGA, INC.GIGA, INC.GIGA, INC.GIGA, INC.",FEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICE,2.56
8995,2021M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196.0,"GIGA, INC.GIGA, INC.GIGA, INC.",FEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICE,2.56
8996,2021M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,392.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.56
8997,2021M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,980.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.56
9036,2021M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,ENVIRONMENTAL SYSTEMS PROTECTION- LEAKING UNDERGROUND STORAGE TANK SUPPORT,11145.0,"MASS TANK INSPECTION SERIVICES, LLC",FEDERAL EMERGENCY MANAGEMENT AGENCY,2.56
9037,2021M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,0.0,"STRATEGIC SOCIAL, LLC","STATE, DEPARTMENT OF",2.56
9038,2021M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,12637.14,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.56
9039,2021M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,19500.0,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.56
9040,2021M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,25020.0,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.56
9041,2021M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,42024.18,"COLONIAL FUEL AND LUBRICANT SERVICES, INC.",U.S. COAST GUARD,2.56
9042,2021M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,218722.39,FUEL DROP INC.,DEPT OF THE AIR FORCE,2.56
9043,2021M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"MAINT/REPAIR/REBUILD OF EQUIPMENT- FUELS, LUBRICANTS, OILS, AND WAXES",11038.8,"PHOENIX INTEGRITY CONSULTANTS, LLC","VETERANS AFFAIRS, DEPARTMENT OF",2.56
9044,2021M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,MAINTENANCE OF FUEL STORAGE BUILDINGS,4900.0,"CLEAN FUELS ASSOCIATES, INC.","VETERANS AFFAIRS, DEPARTMENT OF",2.56
9045,2021M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,MAINTENANCE OF FUEL SUPPLY FACILITIES,22895.12,"FLUID SOLUTIONS, LLC","STATE, DEPARTMENT OF",2.56
9046,2021M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,168500.0,0,DEPT OF THE AIR FORCE,2.56
9088,2021M04,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"SYMMETRY ENERGY SOLUTIONS, LLCSCANA ENERGY MARKETING, LLCFIRESIDE NATURAL GAS, LLCINTERCONN RESOURCES, LLCBP ENERGY COMPANYDIRECT ENERGY BUSINESS MARKETING, LLCGAS SOUTH LLCENSPIRE ENERGY, LLCSAGE ENERGY TRADING, LLC",DEFENSE LOGISTICS AGENCYDEFENSE LOGISTICS AGENCYDEFENSE LOGISTICS AGENCYDEFENSE LOGISTICS AGENCYDEFENSE LOGISTICS AGENCYDEFENSE LOGISTICS AGENCYDEFENSE LOGISTICS AGENCYDEFENSE LOGISTICS AGENCYDEFENSE LOGISTICS AGENCY,2.61
9089,2021M04,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,32410.0,0,DEPT OF THE ARMY,2.61
9090,2021M04,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,46064.39,"SYMMETRY ENERGY SOLUTIONS, LLC",DEPT OF THE ARMY,2.61
9091,2021M04,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,49422.93,"SYMMETRY ENERGY SOLUTIONS, LLC",DEPT OF THE ARMY,2.61
9092,2021M04,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,78852.69,"SYMMETRY ENERGY SOLUTIONS, LLC",DEPT OF THE ARMY,2.61
9093,2021M04,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,82530.66,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.61
9094,2021M04,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,143353.86,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.61
9095,2021M04,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.61
9096,2021M04,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.GIGA, INC.GIGA, INC.GIGA, INC.GIGA, INC.GIGA, INC.GIGA, INC.GIGA, INC.GIGA, INC.",FEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICE,2.61
9097,2021M04,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196.0,"GIGA, INC.GIGA, INC.",FEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICE,2.61
9098,2021M04,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,294.0,"GIGA, INC.GIGA, INC.",FEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICE,2.61
9099,2021M04,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,392.0,"GIGA, INC.GIGA, INC.",FEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICE,2.61
9148,2021M04,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,14644.29,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.61
9149,2021M04,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",12569.2,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.61
9150,2021M04,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,MAINT/REPAIR/REBUILD OF EQUIPMENT- MAINTENANCE AND REPAIR SHOP EQUIPMENT,6600.0,"HAFER PETROLEUM EQUIPMENT, LTD.","VETERANS AFFAIRS, DEPARTMENT OF",2.61
9151,2021M04,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,MAINTENANCE OF FUEL STORAGE BUILDINGS,4000.0,"CLEAN FUELS ASSOCIATES, INC.","VETERANS AFFAIRS, DEPARTMENT OF",2.61
9152,2021M04,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",10010.0,"DRESSER-ARGUS, INC",DEFENSE LOGISTICS AGENCY,2.61
9195,2021M05,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"TIGER NATURAL GAS, INC.",DEFENSE LOGISTICS AGENCY,2.89
9196,2021M05,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,26845.0,0,DEPT OF THE ARMY,2.89
9197,2021M05,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,92127.84,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.89
9198,2021M05,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,122780.73,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.89
9199,2021M05,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,150124.22,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.89
9200,2021M05,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,176675.89,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.89
9201,2021M05,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,180034.08,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.89
9202,2021M05,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,363000.0,0,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.89
9203,2021M05,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,402680.75,"SAGE ENERGY TRADING, LLC",DEPT OF THE AIR FORCE,2.89
9204,2021M05,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,569003.04,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.89
9205,2021M05,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,1293393.1,GAS SOUTH LLC,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,2.89
9206,2021M05,NATURAL GAS EXTRACTION,"INTERCOMMUNICATION AND PUBLIC ADDRESS SYSTEMS, AIRBORNE",5716.32,TIME WARNER CABLE ENTERPRISES LLC,DEPT OF THE ARMY,2.89
9207,2021M05,NATURAL GAS EXTRACTION,UTILITIES- GAS,0.0,"SYMMETRY ENERGY SOLUTIONS, LLC","ENERGY, DEPARTMENT OF",2.89
9208,2021M05,NATURAL GAS EXTRACTION,UTILITIES- GAS,330000.0,"FIRESIDE NATURAL GAS, LLC",DEPT OF THE AIR FORCE,2.89
9209,2021M05,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.89
9210,2021M05,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.GIGA, INC.GIGA, INC.GIGA, INC.GIGA, INC.GIGA, INC.GIGA, INC.",FEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICE,2.89
9211,2021M05,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,392.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.89
9212,2021M05,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,784.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.89
9254,2021M05,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,12364.29,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.89
9255,2021M05,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HOUSEKEEPING- FUELING AND OTHER PETROLEUM,191000.0,"RAINY LAKE OIL, INC.",NATIONAL PARK SERVICE,2.89
9256,2021M05,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,LEASE OR RENTAL OF EQUIPMENT- FIRE CONTROL EQUIPMENT,25000.0,"HART VENTURES, INC.",FOREST SERVICE,2.89
9257,2021M05,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,NATURAL RESOURCES/CONSERVATION- SURVEY LINE CLEARING,105652.0,"FPM REMEDIATIONS, INC.",DEPT OF THE AIR FORCE,2.89
9258,2021M05,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"OTHER QC/TEST/INSPECT- FUELS, LUBRICANTS, OILS, AND WAXES",14318.35,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.89
9259,2021M05,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,REPAIR OR ALTERATION OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),90223.39,"WYODAK ENERGY SERVICES, LLC",BUREAU OF LAND MANAGEMENT,2.89
9260,2021M05,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,14201.5,"FLUID SOLUTIONS, LLC","STATE, DEPARTMENT OF",2.89
9306,2021M06,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,18955.0,0,DEPT OF THE ARMY,3.23
9307,2021M06,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,74332.46,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,3.23
9308,2021M06,NATURAL GAS EXTRACTION,"LEASE OR RENTAL OF EQUIPMENT- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT",34833.37,MARNELAKIS BROS S.A.,DEPT OF THE ARMY,3.23
9309,2021M06,NATURAL GAS EXTRACTION,UTILITIES- GAS,21675.04,0,DEPT OF THE ARMY,3.23
9310,2021M06,NATURAL GAS EXTRACTION,UTILITIES- GAS,34266.35,0,DEPT OF THE ARMY,3.23
9311,2021M06,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"GIGA, INC.GIGA, INC.",FEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICE,3.23
9312,2021M06,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.GIGA, INC.GIGA, INC.GIGA, INC.GIGA, INC.",FEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICE,3.23
9313,2021M06,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,392.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.23
9314,2021M06,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,882.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.23
9359,2021M06,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,ENVIRONMENTAL SYSTEMS PROTECTION- LEAKING UNDERGROUND STORAGE TANK SUPPORT,3750.0,HEATH CONSULTANTS INCORPORATED,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,3.23
9360,2021M06,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,0.0,"STRATEGIC SOCIAL, LLC","STATE, DEPARTMENT OF",3.23
9361,2021M06,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,12185.67,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",3.23
9362,2021M06,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,12750.0,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",3.23
9363,2021M06,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"MAINT/REPAIR/REBUILD OF EQUIPMENT- FUELS, LUBRICANTS, OILS, AND WAXES",22180.0,"PETROLEUM EQUIPMENT, INC.","VETERANS AFFAIRS, DEPARTMENT OF",3.23
9364,2021M06,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,OTHER QC/TEST/INSPECT- MISCELLANEOUS,20450.0,"MASS TANK INSPECTION SERIVICES, LLC",DEPT OF THE ARMY,3.23
9365,2021M06,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,PRESERVATIVE AND SEALING COMPOUNDS,1496.84,"A.M.S. NETWORK, LLC",DEFENSE LOGISTICS AGENCY,3.23
9403,2021M07,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"TIGER NATURAL GAS, INC.SYMMETRY ENERGY SOLUTIONS, LLCWORLD FUEL SERVICES, INC.",DEFENSE LOGISTICS AGENCYDEFENSE LOGISTICS AGENCYDEFENSE LOGISTICS AGENCY,3.8
9404,2021M07,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,20359.2,YORKSHIRE INDUSTRIES LLC,DEPT OF THE ARMY,3.8
9405,2021M07,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,25630.0,0,DEPT OF THE ARMY,3.8
9406,2021M07,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,27805.0,0,DEPT OF THE ARMY,3.8
9407,2021M07,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,42355.79,"FIRESIDE NATURAL GAS, LLC",FEDERAL LAW ENFORCEMENT TRAINING CENTER,3.8
9408,2021M07,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,59732.2,"SYMMETRY ENERGY SOLUTIONS, LLC",DEPT OF THE ARMY,3.8
9409,2021M07,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,69502.5,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,3.8
9410,2021M07,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"GIGA, INC.GIGA, INC.",FEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICE,3.8
9411,2021M07,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.GIGA, INC.GIGA, INC.GIGA, INC.",FEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICE,3.8
9412,2021M07,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.8
9413,2021M07,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,294.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.8
9414,2021M07,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,392.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.8
9465,2021M07,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL LICENSING AND PERMITTING,2700.0,OPTIMAL TANK SOLUTIONS LLC,DRUG ENFORCEMENT ADMINISTRATION,3.8
