naics_description,product_or_service_code_description,award_base_action_date,total_obligated_amount
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SPECIAL STUDIES/ANALYSIS- SOIL,2016M05,10279.82
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SPECIAL STUDIES/ANALYSIS- SOIL,2017M07,48280.6
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SPECIAL STUDIES/ANALYSIS- SOIL,2018M05,34925.0
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SPECIAL STUDIES/ANALYSIS- SOIL,2018M09,44425.0
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- ADMINISTRATIVE: PAPER SHREDDING,2016M06,9425.14
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2016M03,25864.41
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2016M06,0.0
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2016M09,0.0
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2016M09,6169.42
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2016M09,56508.31
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2016M09,212654.0
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2016M09,239357.0
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2016M09,307548.0
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2016M11,338597.0
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2017M04,32628.0
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2017M05,2422.08
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2017M07,683868.0
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2017M08,51879.85
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2017M08,124547.41
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2017M08,264274.2
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2018M01,140060.98
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2018M01,287974.0
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2018M03,15071.0
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2018M05,23718.5
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2018M07,9926.0
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2018M08,166166.0
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2018M09,158912.5
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2018M09,182282.5
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2018M09,337359.5
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2018M10,19514.8
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2018M10,149907.82
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2018M12,333789.0
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2019M02,93186.24
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2019M10,0.0
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2019M11,3062.0
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2019M11,61622.5
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2019M11,127568.0
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2020M02,54438.06
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2020M02,248809.94
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2020M03,674398.0
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2020M09,125010.5
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2020M09,131706.0
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2020M11,34672.75
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2020M12,11994.25
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2020M12,341920.5
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SUPPORT- PROFESSIONAL: EXPERT WITNESS,2018M06,20692.68
SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SURGICAL DRESSING MATERIALS,2020M06,19975.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,AIR CONDITIONING EQUIPMENT,2017M02,6298.79
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"BARGES AND LIGHTERS, CARGO",2016M04,7260.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,CHEMICAL ANALYSIS INSTRUMENTS,2017M09,13552.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,COMMERCIAL AND INDUSTRIAL GAS CYLINDERS,2017M10,142845.56
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,CONSTRUCTION OF OTHER UTILITIES,2017M09,374285.33
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,CONSTRUCTION OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),2020M07,4046600.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,CONSTRUCTION OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),2021M09,1336059.57
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,CONSTRUCTION OF WATER SUPPLY FACILITIES,2021M09,34537.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,DIESEL ENGINES AND COMPONENTS,2017M03,2875.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"DIGITAL MAPS, CHARTS AND GEODETIC PRODUCTS",2019M09,132545.52
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,EDUCATION/TRAINING- INFORMATION TECHNOLOGY/TELECOMMUNICATIONS TRAINING,2016M09,48823.64
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES,2016M07,4500.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,EDUCATION/TRAINING- VOCATIONAL/TECHNICAL,2017M02,1000.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,ENERGY R&D SERVICES; EMERGENCY ENERGY PREPAREDNESS; BASIC RESEARCH,2020M11,260524.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"ENGINE AIR AND OIL FILTERS, STRAINERS, AND CLEANERS, NONAIRCRAFT",2017M08,2073.41
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"ENGINE AIR AND OIL FILTERS, STRAINERS, AND CLEANERS, NONAIRCRAFT",2017M09,11881.37
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"ENGINE FUEL SYSTEM COMPONENTS, NONAIRCRAFT",2016M07,5075.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL LICENSING AND PERMITTING,2021M07,2700.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,2016M08,4676.75
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,2018M04,2055.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,2018M09,1056174.28
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,2019M09,1143120.33
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,2021M09,82831.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,ENVIRONMENTAL SYSTEMS PROTECTION- LEAKING UNDERGROUND STORAGE TANK SUPPORT,2016M05,41500.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,ENVIRONMENTAL SYSTEMS PROTECTION- LEAKING UNDERGROUND STORAGE TANK SUPPORT,2016M05,57967.71
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,ENVIRONMENTAL SYSTEMS PROTECTION- LEAKING UNDERGROUND STORAGE TANK SUPPORT,2017M07,3862.5
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,ENVIRONMENTAL SYSTEMS PROTECTION- LEAKING UNDERGROUND STORAGE TANK SUPPORT,2018M06,5143.82
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,ENVIRONMENTAL SYSTEMS PROTECTION- LEAKING UNDERGROUND STORAGE TANK SUPPORT,2021M03,11145.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,ENVIRONMENTAL SYSTEMS PROTECTION- LEAKING UNDERGROUND STORAGE TANK SUPPORT,2021M06,3750.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,2017M09,14862.34
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,2018M01,78191.23
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,ENVIRONMENTAL SYSTEMS PROTECTION- TOXIC AND HAZARDOUS SUBSTANCE ANALYSIS,2017M07,19978.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,ENVIRONMENTAL SYSTEMS PROTECTION- WATER QUALITY SUPPORT,2017M09,126727.35
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,EQUIPMENT AND MATERIALS TESTING- CHEMICALS AND CHEMICAL PRODUCTS,2017M11,2830.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,EQUIPMENT AND MATERIALS TESTING- CHEMICALS AND CHEMICAL PRODUCTS,2018M06,2830.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,EQUIPMENT AND MATERIALS TESTING- CHEMICALS AND CHEMICAL PRODUCTS,2019M06,2830.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,EQUIPMENT AND MATERIALS TESTING- CHEMICALS AND CHEMICAL PRODUCTS,2020M06,2920.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"EQUIPMENT AND MATERIALS TESTING- FUELS, LUBRICANTS, OILS, AND WAXES",2016M04,4350.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"EQUIPMENT AND MATERIALS TESTING- FUELS, LUBRICANTS, OILS, AND WAXES",2017M02,10480.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"EQUIPMENT AND MATERIALS TESTING- FUELS, LUBRICANTS, OILS, AND WAXES",2017M07,20575.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"EQUIPMENT AND MATERIALS TESTING- FUELS, LUBRICANTS, OILS, AND WAXES",2017M08,840254.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"EQUIPMENT AND MATERIALS TESTING- FUELS, LUBRICANTS, OILS, AND WAXES",2017M09,55162.14
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"EQUIPMENT AND MATERIALS TESTING- FUELS, LUBRICANTS, OILS, AND WAXES",2018M04,21575.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,EQUIPMENT AND MATERIALS TESTING- INSTRUMENTS AND LABORATORY EQUIPMENT,2016M06,24940.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"EQUIPMENT AND MATERIALS TESTING- PIPE, TUBING, HOSE, AND FITTINGS",2019M09,17257.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"EQUIPMENT AND MATERIALS TESTING- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT",2017M09,4360.54
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2016M02,3564.8
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2016M06,7890.82
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2016M08,14086.15
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2016M09,19375.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2017M01,6960.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2017M01,10548.96
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2017M01,13625.31
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2017M03,0.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2017M03,9228.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2017M03,12088.44
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2017M04,7736.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2017M04,10548.96
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2017M06,6427.5
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2017M07,0.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2017M09,9000.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2017M09,11628.1
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2017M11,9111.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2017M11,23324.25
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2018M01,6432.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2018M03,5879.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2018M03,17927.01
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2018M05,9937.45
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2018M06,2805.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2018M08,9436.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2018M10,0.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2018M11,0.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2018M11,11969.55
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2018M11,12017.23
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2018M12,11288.46
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2018M12,15050.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2019M01,10863.29
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2019M02,12973.38
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2019M02,12992.71
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2019M03,11213.46
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2019M03,13126.95
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2019M03,13266.67
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2019M04,13008.06
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2019M04,14380.23
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2019M05,11548.88
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2019M05,12162.84
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2019M06,16353.06
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2019M07,13111.09
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2019M07,13275.11
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2019M08,13148.64
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2019M08,15571.39
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2019M09,0.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2019M09,12224.23
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2019M11,13336.74
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2019M11,13986.93
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2019M12,9135.1
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2020M04,8052.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2020M08,11350.29
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2020M09,6872.28
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2020M09,9975.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2020M11,18609.27
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2021M01,10432.24
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2021M01,19500.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2021M03,0.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2021M03,12637.14
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2021M03,19500.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2021M03,25020.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2021M03,42024.18
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2021M04,14644.29
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2021M05,12364.29
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2021M06,0.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2021M06,12185.67
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2021M06,12750.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2021M08,11400.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2021M08,11550.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2021M09,0.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2021M09,11250.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2021M09,11306.25
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2021M09,11400.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2021M09,12089.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2021M09,24750.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"FUELS, SOLID",2018M02,8241.42
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"FUELS, SOLID",2018M04,0.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"FUELS, SOLID",2018M09,112.73
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"FUELS, SOLID",2018M09,183.68
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"FUELS, SOLID",2018M09,577.27
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"FUELS, SOLID",2018M11,354.87
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"FUELS, SOLID",2018M11,402.16
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"FUELS, SOLID",2018M11,454.57
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"FUELS, SOLID",2018M12,444.61
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,GASES: COMPRESSED AND LIQUEFIED,2016M01,4944.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,GASES: COMPRESSED AND LIQUEFIED,2016M09,6911.8
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,GASES: COMPRESSED AND LIQUEFIED,2017M08,4703.44
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,GASES: COMPRESSED AND LIQUEFIED,2018M09,5957.24
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,GASES: COMPRESSED AND LIQUEFIED,2019M06,29426.56
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"GASOLINE RECIPROCATING ENGINES, EXCEPT AIRCRAFT; AND COMPONENTS",2017M09,14758.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"GASOLINE RECIPROCATING ENGINES, EXCEPT AIRCRAFT; AND COMPONENTS",2018M09,0.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,2017M02,7490.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HAZARDOUS MATERIAL SPILL CONTAINMENT AND CLEAN-UP EQUIPMENT AND MATERIAL,2017M06,32000.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,2017M08,12478.68
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,2019M01,0.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,2019M03,238637.5
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,2020M02,226597.24
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,2021M03,218722.39
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HOUSEKEEPING- FUELING AND OTHER PETROLEUM,2016M03,5475.0
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HOUSEKEEPING- FUELING AND OTHER PETROLEUM,2016M12,15275.58
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HOUSEKEEPING- FUELING AND OTHER PETROLEUM,2016M12,53236.04
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HOUSEKEEPING- FUELING AND OTHER PETROLEUM,2017M09,14452.58
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HOUSEKEEPING- FUELING AND OTHER PETROLEUM,2017M11,22079.99
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HOUSEKEEPING- FUELING AND OTHER PETROLEUM,2018M08,16956.8
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HOUSEKEEPING- FUELING AND OTHER PETROLEUM,2018M10,48904.27
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HOUSEKEEPING- FUELING AND OTHER PETROLEUM,2019M03,77713.84
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HOUSEKEEPING- FUELING AND OTHER PETROLEUM,2019M07,39982.52
SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HOUSEKEEPING- FUELING AND OTHER PETROLEUM,2019M07,48090.86
